+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Ni         |            1 |              0.131215 |                      0.200721  |
| Ni         |            1 |              0.132983 |                      0.196658  |
| Ni         |            1 |              0.133757 |                      0.170585  |
| Ni         |            1 |              0.13357  |                      0.153461  |
| Ni         |            1 |              0.135086 |                      0.153137  |
| Ni         |            1 |              0.133014 |                      0.186524  |
| Ni         |            1 |              0.128934 |                      0.250341  |
| Ni         |            1 |              0.133037 |                      0.192413  |
| Ni         |            1 |              0.226571 |                      0.261861  |
| Ni         |            1 |              0.188437 |                      0.295305  |
| Ni         |            1 |              0.290009 |                      0.160125  |
| Ni         |            1 |              0.306247 |                      0.277375  |
| Ni         |            1 |              0.242349 |                      0.357779  |
| Ni         |            1 |              0.290631 |                      0.215496  |
| Ni         |            1 |              0.284272 |                      0.197499  |
| Ni         |            1 |              0.287244 |                      0.500974  |
| Ni         |            1 |              0.362289 |                      0.318747  |
| Ni         |            1 |              0.248576 |                      0.420486  |
| Ni         |            1 |              0.250883 |                      0.346287  |
| Ni         |            1 |              0.254768 |                      0.334417  |
| Ni         |            1 |              0.308779 |                      0.590794  |
| Ni         |            1 |              0.2812   |                      0.226461  |
| Ni         |            1 |              0.224864 |                      0.246073  |
| Ni         |            1 |              0.258368 |                      0.34323   |
| Ni         |            1 |              0.298719 |                      0.540124  |
| Ni         |            1 |              0.257662 |                      0.449933  |
| Ni         |            1 |              0.267937 |                      0.462783  |
| Ni         |            1 |              0.453868 |                      0.192883  |
| Ni         |            1 |              0.290629 |                      0.25932   |
| Ni         |            1 |              0.267501 |                      0.363338  |
| Ni         |            1 |              0.343029 |                      0.331015  |
| Ni         |            1 |              0.335061 |                      0.22897   |
| Ni         |            1 |              0.268178 |                      0.449391  |
| Ni         |            1 |              0.283688 |                      0.439092  |
| Ni         |            1 |              0.239058 |                      0.305101  |
| Ni         |            1 |              0.302089 |                      0.22014   |
| Ni         |            1 |              0.210968 |                      0.340569  |
| Ni         |            1 |              0.295558 |                      0.450596  |
| Ni         |            1 |              0.13299  |                      0.0907737 |
| Ni         |            1 |              0.134107 |                      0.205785  |
| Pd         |            1 |              0.226571 |                      0.261861  |
| Pd         |            1 |              0.188437 |                      0.295305  |
| Pd         |            1 |              0.290009 |                      0.160125  |
| Pd         |            1 |              0.306247 |                      0.277375  |
| Pd         |            1 |              0.242349 |                      0.357779  |
| Pd         |            1 |              0.290631 |                      0.215496  |
| Pd         |            1 |              0.284272 |                      0.197499  |
| Pd         |            1 |              0.287244 |                      0.500974  |
| Pd         |            1 |              0.362289 |                      0.318747  |
| Pd         |            1 |              0.248576 |                      0.420486  |
| Pd         |            1 |              0.250883 |                      0.346287  |
| Pd         |            1 |              0.254768 |                      0.334417  |
| Pd         |            1 |              0.308779 |                      0.590794  |
| Pd         |            1 |              0.2812   |                      0.226461  |
| Pd         |            1 |              0.224864 |                      0.246073  |
| Pd         |            1 |              0.258368 |                      0.34323   |
| Pd         |            1 |              0.298719 |                      0.540124  |
| Pd         |            1 |              0.257662 |                      0.449933  |
| Pd         |            1 |              0.267937 |                      0.462783  |
| Pd         |            1 |              0.453868 |                      0.192883  |
| Pd         |            1 |              0.290629 |                      0.25932   |
| Pd         |            1 |              0.267501 |                      0.363338  |
| Pd         |            1 |              0.343029 |                      0.331015  |
| Pd         |            1 |              0.335061 |                      0.22897   |
| Pd         |            1 |              0.268178 |                      0.449391  |
| Pd         |            1 |              0.283688 |                      0.439092  |
| Pd         |            1 |              0.239058 |                      0.305101  |
| Pd         |            1 |              0.302089 |                      0.22014   |
| Pd         |            1 |              0.210968 |                      0.340569  |
| Pd         |            1 |              0.295558 |                      0.450596  |
+------------+--------------+-----------------------+--------------------------------+
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Ni         |            1 |              0.124272 |                      0.19103   |
| Ni         |            1 |              0.125472 |                      0.168572  |
| Ni         |            1 |              0.1263   |                      0.213883  |
| Ni         |            1 |              0.126242 |                      0.177539  |
| Ni         |            1 |              0.126886 |                      0.156285  |
| Ni         |            1 |              0.12583  |                      0.131034  |
| Ni         |            1 |              0.121601 |                      0.233888  |
| Ni         |            1 |              0.123192 |                      0.155474  |
| Ni         |            1 |              0.125117 |                      0.150935  |
| Ni         |            1 |              0.120593 |                      0.182205  |
| Ni         |            1 |              0.126431 |                      0.133088  |
| Ni         |            1 |              0.126491 |                      0.0866839 |
| Ni         |            1 |              0.125564 |                      0.193612  |
| Ni         |            1 |              0.127075 |                      0.178976  |
| Ni         |            1 |              0.125884 |                      0.159332  |
| Ni         |            1 |              0.125599 |                      0.346454  |
| Ni         |            1 |              0.128318 |                      0.170777  |
| Ni         |            1 |              0.125041 |                      0.217521  |
| Ni         |            1 |              0.12353  |                      0.244597  |
| Ni         |            1 |              0.125287 |                      0.148148  |
| Ni         |            1 |              0.125532 |                      0.300926  |
| Ni         |            1 |              0.126099 |                      0.113025  |
| Ni         |            1 |              0.124753 |                      0.226842  |
| Ni         |            1 |              0.12492  |                      0.237265  |
| Ni         |            1 |              0.125496 |                      0.305148  |
| Ni         |            1 |              0.123946 |                      0.240731  |
| Ni         |            1 |              0.123021 |                      0.229783  |
| Ni         |            1 |              0.129077 |                      0.448877  |
| Ni         |            1 |              0.126035 |                      0.118821  |
| Ni         |            1 |              0.126448 |                      0.207803  |
| Ni         |            1 |              0.127535 |                      0.119968  |
| Ni         |            1 |              0.127162 |                      0.112977  |
| Ni         |            1 |              0.124492 |                      0.179787  |
| Ni         |            1 |              0.126104 |                      0.22289   |
| Ni         |            1 |              0.124164 |                      0.164448  |
| Ni         |            1 |              0.126557 |                      0.082236  |
| Ni         |            1 |              0.121671 |                      0.107321  |
| Ni         |            1 |              0.125078 |                      0.26476   |
| Ni         |            1 |              0.248692 |                      0.227968  |
| Ni         |            1 |              0.200019 |                      0.224388  |
| Pt         |            1 |              0.248692 |                      0.227968  |
| Pt         |            1 |              0.200019 |                      0.224388  |
| Pt         |            0 |              0.847122 |                      0.306541  |
| Pt         |            1 |              0.662397 |                      0.349937  |
| Pt         |            1 |              0.662751 |                      0.241932  |
| Pt         |            1 |              0.658431 |                      0.568581  |
| Pt         |            1 |              0.662002 |                      0.613442  |
| Pt         |            1 |              0.64236  |                      0.700581  |
| Pt         |            1 |              0.753338 |                      0.468353  |
| Pt         |            1 |              0.678246 |                      0.677253  |
| Pt         |            1 |              0.337481 |                      0.320634  |
| Pt         |            1 |              0.319473 |                      0.236363  |
| Pt         |            1 |              0.318739 |                      0.3681    |
| Pt         |            1 |              0.293399 |                      0.225599  |
| Pt         |            1 |              0.259272 |                      0.512586  |
| Pt         |            1 |              0.242379 |                      0.514018  |
| Pt         |            1 |              0.290354 |                      0.246451  |
| Pt         |            1 |              0.249246 |                      0.553989  |
| Pt         |            1 |              0.252889 |                      0.594516  |
| Pt         |            1 |              0.359123 |                      0.192877  |
| Pt         |            1 |              0.300874 |                      0.560339  |
| Pt         |            1 |              0.386801 |                      0.299369  |
| Pt         |            1 |              0.265618 |                      0.458218  |
| Pt         |            1 |              0.232689 |                      0.761238  |
| Pt         |            1 |              0.289543 |                      0.647988  |
| Pt         |            1 |              0.26274  |                      0.340597  |
| Pt         |            1 |              0.291856 |                      0.562555  |
| Pt         |            1 |              0.286689 |                      0.367753  |
| Pt         |            1 |              0.279106 |                      0.716059  |
| Pt         |            1 |              0.246287 |                      0.463664  |
+------------+--------------+-----------------------+--------------------------------+
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Ni         |            1 |              0.132383 |                      0.176814  |
| Ni         |            1 |              0.133711 |                      0.128695  |
| Ni         |            1 |              0.134951 |                      0.145023  |
| Ni         |            1 |              0.134773 |                      0.183017  |
| Ni         |            1 |              0.135743 |                      0.154618  |
| Ni         |            1 |              0.133566 |                      0.11808   |
| Ni         |            1 |              0.129136 |                      0.212694  |
| Ni         |            1 |              0.13095  |                      0.16969   |
| Ni         |            1 |              0.133112 |                      0.155299  |
| Ni         |            1 |              0.12776  |                      0.205037  |
| Ni         |            1 |              0.135083 |                      0.119106  |
| Ni         |            1 |              0.135184 |                      0.133618  |
| Ni         |            1 |              0.133012 |                      0.200286  |
| Ni         |            1 |              0.135698 |                      0.150345  |
| Ni         |            1 |              0.134421 |                      0.081796  |
| Ni         |            1 |              0.133951 |                      0.32462   |
| Ni         |            1 |              0.137621 |                      0.204375  |
| Ni         |            1 |              0.133152 |                      0.216456  |
| Ni         |            1 |              0.131365 |                      0.259244  |
| Ni         |            1 |              0.133362 |                      0.12146   |
| Ni         |            1 |              0.133919 |                      0.262266  |
| Ni         |            1 |              0.134748 |                      0.0921268 |
| Ni         |            1 |              0.131916 |                      0.157763  |
| Ni         |            1 |              0.133393 |                      0.321269  |
| Ni         |            1 |              0.133966 |                      0.278536  |
| Ni         |            1 |              0.131949 |                      0.235293  |
| Ni         |            1 |              0.131154 |                      0.23568   |
| Ni         |            1 |              0.138647 |                      0.4998    |
| Ni         |            1 |              0.134625 |                      0.0921416 |
| Ni         |            1 |              0.134797 |                      0.278228  |
| Ni         |            1 |              0.136587 |                      0.213271  |
| Ni         |            1 |              0.136097 |                      0.111495  |
| Ni         |            1 |              0.133025 |                      0.159248  |
| Ni         |            1 |              0.135018 |                      0.213658  |
| Ni         |            1 |              0.132084 |                      0.200519  |
| Ni         |            1 |              0.135325 |                      0.0660561 |
| Ni         |            1 |              0.129376 |                      0.121226  |
| Ni         |            1 |              0.133636 |                      0.277697  |
| Ni         |            1 |              0.134683 |                      0.135734  |
| Ni         |            1 |              0.131577 |                      0.15388   |
| W          |            1 |              0.225702 |                      0.741503  |
| W          |            1 |              0.348133 |                      0.582032  |
| W          |            0 |              0.274167 |                      0.827032  |
| W          |            1 |              0.299164 |                      0.770274  |
| W          |            1 |              0.296838 |                      0.504908  |
| W          |            1 |              0.23349  |                      0.693704  |
| W          |            0 |              0.270729 |                      0.81957   |
| W          |            1 |              0.343833 |                      0.591622  |
| W          |            1 |              0.274832 |                      0.194338  |
| W          |            1 |              0.263929 |                      0.546876  |
| W          |            1 |              0.434921 |                      0.750905  |
| W          |            1 |              0.311018 |                      0.27492   |
| W          |            1 |              0.410078 |                      0.510956  |
| W          |            1 |              0.28924  |                      0.246098  |
| W          |            1 |              0.289605 |                      0.556477  |
| W          |            1 |              0.276488 |                      0.705876  |
| W          |            1 |              0.329911 |                      0.322951  |
| W          |            1 |              0.280644 |                      0.672956  |
| W          |            1 |              0.390017 |                      0.79397   |
| W          |            1 |              0.49488  |                      0.249664  |
| W          |            1 |              0.383419 |                      0.762272  |
| W          |            1 |              0.444818 |                      0.561454  |
| W          |            1 |              0.313761 |                      0.593185  |
| W          |            0 |              0.260988 |                      0.86992   |
| W          |            0 |              0.281744 |                      0.822461  |
| W          |            1 |              0.309096 |                      0.437023  |
| W          |            1 |              0.372287 |                      0.763319  |
| W          |            1 |              0.268508 |                      0.38803   |
| W          |            1 |              0.348689 |                      0.768267  |
| W          |            1 |              0.283005 |                      0.720109  |
| W          |            1 |              0.279616 |                      0.702871  |
| W          |            1 |              0.335833 |                      0.585891  |
| W          |            0 |              0.391362 |                      0.952628  |
+------------+--------------+-----------------------+--------------------------------+
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Ni         |            1 |              0.116773 |                      0.145614  |
| Ni         |            1 |              0.117896 |                      0.18656   |
| Ni         |            1 |              0.118728 |                      0.204789  |
| Ni         |            1 |              0.118574 |                      0.151256  |
| Ni         |            1 |              0.119255 |                      0.168129  |
| Ni         |            1 |              0.117798 |                      0.10956   |
| Ni         |            1 |              0.114439 |                      0.21915   |
| Ni         |            1 |              0.11584  |                      0.142841  |
| Ni         |            1 |              0.11743  |                      0.168496  |
| Ni         |            1 |              0.113475 |                      0.150165  |
| Ni         |            1 |              0.118817 |                      0.105828  |
| Ni         |            1 |              0.118906 |                      0.088639  |
| Ni         |            1 |              0.117208 |                      0.225853  |
| Ni         |            1 |              0.119227 |                      0.215708  |
| Ni         |            1 |              0.118389 |                      0.0965801 |
| Ni         |            1 |              0.118042 |                      0.355563  |
| Ni         |            1 |              0.120454 |                      0.329602  |
| Ni         |            1 |              0.117383 |                      0.280245  |
| Ni         |            1 |              0.116275 |                      0.228541  |
| Ni         |            1 |              0.117609 |                      0.136681  |
| Ni         |            1 |              0.117995 |                      0.29088   |
| Ni         |            1 |              0.11857  |                      0.106887  |
| Ni         |            1 |              0.116515 |                      0.201446  |
| Ni         |            1 |              0.117396 |                      0.232652  |
| Ni         |            1 |              0.117953 |                      0.36119   |
| Ni         |            1 |              0.116625 |                      0.220494  |
| Ni         |            1 |              0.115878 |                      0.269317  |
| Ni         |            1 |              0.121086 |                      0.473836  |
| Ni         |            1 |              0.118542 |                      0.191564  |
| Ni         |            1 |              0.118511 |                      0.208586  |
| Ni         |            1 |              0.119801 |                      0.177432  |
| Ni         |            1 |              0.119495 |                      0.183389  |
| Ni         |            1 |              0.117195 |                      0.365575  |
| Ni         |            1 |              0.118633 |                      0.310029  |
| Ni         |            1 |              0.116663 |                      0.186963  |
| Ni         |            1 |              0.118944 |                      0.112871  |
| Ni         |            1 |              0.114685 |                      0.182097  |
| Ni         |            1 |              0.117656 |                      0.291087  |
| Ni         |            1 |              0.118406 |                      0.0833705 |
| Ni         |            1 |              0.116205 |                      0.205955  |
| Zr         |            1 |              0.298273 |                      0.72293   |
| Zr         |            1 |              0.307681 |                      0.447528  |
| Zr         |            1 |              0.232479 |                      0.795091  |
| Zr         |            1 |              0.294829 |                      0.572652  |
| Zr         |            1 |              0.304836 |                      0.54392   |
| Zr         |            1 |              0.325391 |                      0.240819  |
| Zr         |            1 |              0.263307 |                      0.584715  |
| Zr         |            0 |              0.61462  |                      1.04393   |
| Zr         |            1 |              0.470451 |                      0.263875  |
| Zr         |            1 |              0.584515 |                      0.344374  |
| Zr         |            1 |              0.569349 |                      0.228786  |
| Zr         |            1 |              0.538741 |                      0.272875  |
| Zr         |            1 |              0.69908  |                      0.455055  |
| Zr         |            1 |              0.471446 |                      0.224579  |
| Zr         |            0 |              0.465757 |                      0.92161   |
+------------+--------------+-----------------------+--------------------------------+
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Pb         |            0 |              0.867747 |                       0.29641  |
| Pb         |            1 |              0.681013 |                       0.373202 |
| Pb         |            1 |              0.681857 |                       0.2906   |
| Pb         |            0 |              0.672131 |                       1.06809  |
| Pb         |            1 |              0.677328 |                       0.798126 |
| Pb         |            1 |              0.659584 |                       0.661106 |
| Pb         |            1 |              0.774825 |                       0.484121 |
| Pb         |            1 |              0.692588 |                       0.602372 |
| Pd         |            0 |              0.867747 |                       0.29641  |
| Pd         |            1 |              0.681013 |                       0.373202 |
| Pd         |            1 |              0.681857 |                       0.2906   |
| Pd         |            0 |              0.672131 |                       1.06809  |
| Pd         |            1 |              0.677328 |                       0.798126 |
| Pd         |            1 |              0.659584 |                       0.661106 |
| Pd         |            1 |              0.774825 |                       0.484121 |
| Pd         |            1 |              0.692588 |                       0.602372 |
| Pd         |            1 |              0.354366 |                       0.258235 |
| Pd         |            1 |              0.328388 |                       0.278022 |
| Pd         |            1 |              0.326827 |                       0.346573 |
| Pd         |            1 |              0.297704 |                       0.207446 |
| Pd         |            1 |              0.265477 |                       0.489169 |
| Pd         |            1 |              0.251766 |                       0.531862 |
| Pd         |            1 |              0.297585 |                       0.250202 |
| Pd         |            1 |              0.254309 |                       0.499652 |
| Pd         |            1 |              0.2553   |                       0.67937  |
| Pd         |            1 |              0.367409 |                       0.213843 |
| Pd         |            1 |              0.313123 |                       0.660766 |
| Pd         |            1 |              0.396906 |                       0.359461 |
| Pd         |            1 |              0.270852 |                       0.455629 |
| Pd         |            1 |              0.259154 |                       0.745829 |
| Pd         |            1 |              0.300571 |                       0.700264 |
| Pd         |            1 |              0.268064 |                       0.372002 |
| Pd         |            1 |              0.309266 |                       0.665908 |
| Pd         |            1 |              0.293213 |                       0.406416 |
| Pd         |            1 |              0.287014 |                       0.730413 |
| Pd         |            1 |              0.311209 |                       0.587663 |
| Pd         |            1 |              0.299179 |                       0.646784 |
| Pd         |            1 |              0.281765 |                       0.404469 |
+------------+--------------+-----------------------+--------------------------------+
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Pb         |            1 |              0.130445 |                       0.384075 |
| Pb         |            1 |              0.129792 |                       0.219442 |
| Pb         |            1 |              0.129526 |                       0.152233 |
| Pb         |            0 |              0.129268 |                       0.847049 |
| Pb         |            1 |              0.128949 |                       0.516555 |
| Pb         |            1 |              0.129467 |                       0.468055 |
| Pb         |            1 |              0.129991 |                       0.350082 |
| Pb         |            1 |              0.128995 |                       0.413171 |
| Pt         |            0 |              0.267641 |                       0.848038 |
| Pt         |            1 |              0.30395  |                       0.726075 |
| Pt         |            1 |              0.271624 |                       0.438907 |
| Pt         |            1 |              0.227194 |                       0.643199 |
| Pt         |            0 |              0.267879 |                       0.928524 |
| Pt         |            1 |              0.327202 |                       0.559645 |
| Pt         |            1 |              0.279545 |                       0.236335 |
| Pt         |            1 |              0.247068 |                       0.592407 |
| Pt         |            1 |              0.42808  |                       0.750967 |
| Pt         |            1 |              0.313448 |                       0.425227 |
| Pt         |            1 |              0.412014 |                       0.528262 |
| Pt         |            1 |              0.288794 |                       0.321391 |
| Pt         |            1 |              0.291204 |                       0.578648 |
| Pt         |            1 |              0.27459  |                       0.646365 |
| Pt         |            1 |              0.330255 |                       0.361869 |
| Pt         |            1 |              0.279953 |                       0.683223 |
| Pt         |            1 |              0.316139 |                       0.743042 |
| Pt         |            1 |              0.456963 |                       0.411439 |
| Pt         |            0 |              0.379853 |                       0.800885 |
| Pt         |            1 |              0.447369 |                       0.637934 |
| Pt         |            1 |              0.309573 |                       0.680722 |
| Pt         |            1 |              0.257435 |                       0.78963  |
| Pt         |            1 |              0.278525 |                       0.779573 |
| Pt         |            1 |              0.308408 |                       0.453636 |
| Pt         |            1 |              0.369591 |                       0.756206 |
| Pt         |            1 |              0.266707 |                       0.455363 |
| Pt         |            1 |              0.326233 |                       0.606363 |
| Pt         |            1 |              0.282296 |                       0.671599 |
| Pt         |            1 |              0.274464 |                       0.710144 |
| Pt         |            1 |              0.316027 |                       0.519572 |
+------------+--------------+-----------------------+--------------------------------+
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Pb         |            1 |              0.114198 |                       0.174076 |
| Pb         |            1 |              0.113771 |                       0.275902 |
| Pb         |            1 |              0.113618 |                       0.156496 |
| Pb         |            1 |              0.113457 |                       0.77668  |
| Pb         |            1 |              0.113233 |                       0.540187 |
| Pb         |            1 |              0.113576 |                       0.448958 |
| Pb         |            1 |              0.11391  |                       0.37137  |
| Pb         |            1 |              0.113281 |                       0.379127 |
| W          |            1 |              0.311249 |                       0.745155 |
| W          |            1 |              0.304279 |                       0.760089 |
| W          |            1 |              0.31229  |                       0.531133 |
| W          |            0 |              0.23443  |                       0.873174 |
| W          |            1 |              0.305434 |                       0.703166 |
| W          |            1 |              0.307476 |                       0.502941 |
| W          |            1 |              0.321158 |                       0.256183 |
| W          |            1 |              0.265351 |                       0.537369 |
| W          |            0 |              0.596701 |                       0.946765 |
| W          |            1 |              0.394945 |                       0.247474 |
| W          |            1 |              0.489508 |                       0.249298 |
| W          |            1 |              0.471204 |                       0.195083 |
| W          |            1 |              0.497665 |                       0.245369 |
| W          |            1 |              0.53373  |                       0.3704   |
| W          |            1 |              0.336904 |                       0.217486 |
| W          |            1 |              0.348164 |                       0.505235 |
| W          |            1 |              0.320991 |                       0.654898 |
| W          |            1 |              0.394249 |                       0.267198 |
| W          |            1 |              0.330318 |                       0.591119 |
| W          |            1 |              0.509977 |                       0.147099 |
| W          |            1 |              0.441265 |                       0.229153 |
| W          |            1 |              0.412979 |                       0.698562 |
| W          |            1 |              0.544602 |                       0.176263 |
| W          |            1 |              0.480666 |                       0.192265 |
| W          |            1 |              0.526162 |                       0.252667 |
| W          |            1 |              0.344998 |                       0.6916   |
| W          |            0 |              0.326851 |                       0.993334 |
| W          |            1 |              0.359122 |                       0.400376 |
| W          |            1 |              0.639679 |                       0.173582 |
| W          |            1 |              0.352768 |                       0.429271 |
| W          |            1 |              0.442445 |                       0.607043 |
| W          |            0 |              0.412341 |                       0.891494 |
| W          |            0 |              0.406289 |                       0.94766  |
+------------+--------------+-----------------------+--------------------------------+
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Pb         |            1 |              0.115603 |                       0.282998 |
| Pb         |            1 |              0.115156 |                       0.243585 |
| Pb         |            1 |              0.114968 |                       0.167603 |
| Pb         |            1 |              0.114794 |                       0.758445 |
| Pb         |            1 |              0.114552 |                       0.464542 |
| Pb         |            1 |              0.114926 |                       0.503528 |
| Pb         |            1 |              0.115304 |                       0.336628 |
| Pb         |            1 |              0.114615 |                       0.316101 |
| Zr         |            1 |              0.396828 |                       0.530993 |
| Zr         |            1 |              0.46071  |                       0.452607 |
| Zr         |            1 |              0.692515 |                       0.355005 |
| Zr         |            1 |              0.481453 |                       0.33884  |
| Zr         |            1 |              0.269509 |                       0.470048 |
| Zr         |            1 |              0.419446 |                       0.377344 |
| Zr         |            1 |              0.332056 |                       0.246599 |
| Zr         |            1 |              0.330791 |                       0.420857 |
| Zr         |            1 |              0.648074 |                       0.611245 |
| Zr         |            1 |              0.540768 |                       0.667561 |
| Zr         |            1 |              0.571033 |                       0.370447 |
| Zr         |            1 |              0.535712 |                       0.676787 |
| Zr         |            1 |              0.59508  |                       0.226653 |
| Zr         |            1 |              0.513136 |                       0.756408 |
| Zr         |            1 |              0.568753 |                       0.674982 |
+------------+--------------+-----------------------+--------------------------------+
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Pd         |            1 |              0.38542  |                       0.368238 |
| Pd         |            1 |              0.349379 |                       0.271276 |
| Pd         |            1 |              0.336607 |                       0.377567 |
| Pd         |            1 |              0.357951 |                       0.207052 |
| Pd         |            1 |              0.316341 |                       0.431053 |
| Pd         |            1 |              0.365167 |                       0.43139  |
| Pd         |            1 |              0.3206   |                       0.223724 |
| Pd         |            1 |              0.324817 |                       0.487211 |
| Pd         |            1 |              0.414233 |                       0.371874 |
| Pd         |            1 |              0.377535 |                       0.197475 |
| Pd         |            1 |              0.361185 |                       0.507786 |
| Pd         |            1 |              0.492877 |                       0.326838 |
| Pd         |            1 |              0.352945 |                       0.473171 |
| Pd         |            1 |              0.368278 |                       0.661146 |
| Pd         |            1 |              0.411471 |                       0.533621 |
| Pd         |            1 |              0.302144 |                       0.385841 |
| Pd         |            1 |              0.378125 |                       0.559715 |
| Pd         |            1 |              0.316409 |                       0.404824 |
| Pd         |            1 |              0.382685 |                       0.585332 |
| Pd         |            1 |              0.359334 |                       0.426131 |
| Pd         |            1 |              0.368665 |                       0.450733 |
| Pd         |            1 |              0.431631 |                       0.379158 |
| Pd         |            1 |              0.40602  |                       0.635438 |
| Pd         |            1 |              0.391572 |                       0.571099 |
| Pd         |            1 |              0.409537 |                       0.428927 |
| Pd         |            1 |              0.382455 |                       0.445233 |
| Pd         |            1 |              0.385981 |                       0.691184 |
| Pd         |            1 |              0.461043 |                       0.365348 |
| Pd         |            1 |              0.350101 |                       0.268986 |
| Pd         |            1 |              0.418394 |                       0.376155 |
| Pt         |            1 |              0.38542  |                       0.368238 |
| Pt         |            1 |              0.349379 |                       0.271276 |
| Pt         |            1 |              0.336607 |                       0.377567 |
| Pt         |            1 |              0.357951 |                       0.207052 |
| Pt         |            1 |              0.316341 |                       0.431053 |
| Pt         |            1 |              0.365167 |                       0.43139  |
| Pt         |            1 |              0.3206   |                       0.223724 |
| Pt         |            1 |              0.324817 |                       0.487211 |
| Pt         |            1 |              0.414233 |                       0.371874 |
| Pt         |            1 |              0.377535 |                       0.197475 |
| Pt         |            1 |              0.361185 |                       0.507786 |
| Pt         |            1 |              0.492877 |                       0.326838 |
| Pt         |            1 |              0.352945 |                       0.473171 |
| Pt         |            1 |              0.368278 |                       0.661146 |
| Pt         |            1 |              0.411471 |                       0.533621 |
| Pt         |            1 |              0.302144 |                       0.385841 |
| Pt         |            1 |              0.378125 |                       0.559715 |
| Pt         |            1 |              0.316409 |                       0.404824 |
| Pt         |            1 |              0.382685 |                       0.585332 |
| Pt         |            1 |              0.359334 |                       0.426131 |
| Pt         |            1 |              0.368665 |                       0.450733 |
| Pt         |            1 |              0.431631 |                       0.379158 |
| Pt         |            1 |              0.40602  |                       0.635438 |
| Pt         |            1 |              0.391572 |                       0.571099 |
| Pt         |            1 |              0.409537 |                       0.428927 |
| Pt         |            1 |              0.382455 |                       0.445233 |
| Pt         |            1 |              0.385981 |                       0.691184 |
| Pt         |            1 |              0.461043 |                       0.365348 |
| Pt         |            1 |              0.350101 |                       0.268986 |
| Pt         |            1 |              0.418394 |                       0.376155 |
+------------+--------------+-----------------------+--------------------------------+
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Pd         |            1 |              0.138569 |                       0.244156 |
| Pd         |            1 |              0.137485 |                       0.139146 |
| Pd         |            1 |              0.138035 |                       0.252267 |
| Pd         |            1 |              0.137492 |                       0.111706 |
| Pd         |            1 |              0.131319 |                       0.309595 |
| Pd         |            1 |              0.134897 |                       0.475198 |
| Pd         |            1 |              0.136883 |                       0.189144 |
| Pd         |            1 |              0.1304   |                       0.254321 |
| Pd         |            1 |              0.137005 |                       0.479075 |
| Pd         |            1 |              0.139632 |                       0.245    |
| Pd         |            1 |              0.136949 |                       0.482688 |
